FID,YEAR_,DISTRICT,COSITE,ROADWAY,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,TruckAADT,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,DESC_FRM,DESC_TO,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
10690,2024,3,555040,55090001,3600,F,F,F,W,1,72,0.167,0.538,9,0,99.9,2,597.6469,DUVAL,MACOMB ST,55,Leon,3,597.646906093082
10691,2024,3,610100,61040000,5300,F,F,F,F,1,588,20.458,27.934,9.5,0,59.4,11.1,12057.1368,PARK ENTRANCE,CR-280/DOUGLAS FERRY,61,Washington,3,12057.1367911294
10692,2024,4,867758,86001120,6350,F,F,F,F,F,191,0,0.063,9,0,99.9,3,101.828,SE 19 AV,ELLER DR,86,Broward,4,101.827977816981
10693,2024,5,790496,79002000,80000,S,F,F,F,2,15680,40.901,45.712,9,0,52.1,19.6,7748.4611,N/A,FLAGLER CO LINE,79,Volusia,5,7748.46110758544
10694,2024,7,089027,08509000,800,C,F,F,F,F,55,0,1.633,9.5,0,55.1,6.9,2620.0547,CR-541/SPRING LK HWY,US98/SR50/CORTEZ BLV,08,Hernando,7,2620.05472378452
10695,2024,5,758160,75000284,22000,S,F,F,F,F,1188,0,4.659,9,0,52.9,5.4,7491.9492,HUNTERS CREEK BLVD,LANDSTAR BLVD,75,Orange,5,7491.94923798758
10696,2024,6,878681,87000952,17600,S,F,F,F,F,1496,0,4.09,9,0,52.7,8.5,6593.5349,SW 104 ST,SW 42 ST,87,Miami-Dade,6,6593.53492018812
10697,2024,2,725081,72010000,5300,C,F,F,F,F,594,1.931,2.585,9,0,54.9,11.2,1052.3221,N/A,N/A,72,Duval,2,1052.32209836896
10698,2024,5,752011,75280022,8700,S,F,F,W,F,470,0,0.358,9,0,99.9,5.4,576.7609,I-4 / SR 400 EB,CENTRAL FL PKWY SB,75,Orange,5,576.76094291732
10699,2024,5,752398,75039001,17500,E,F,F,W,F,490,0,0.336,8,0,99.9,2.8,531.7084,SR 536 EB,N/A,75,Orange,5,531.708383263009
10700,2024,5,738021,73510000,1700,C,F,F,F,A,420,0,15.534,9.5,0,56.4,24.7,25015.2143,VOLUSIA COUNTY LINE,US 1,73,Flagler,5,25015.2142725045
10701,2024,4,864232,86095151,8600,F,F,F,W,F,697,0,0.228,8,0,99.9,8.1,367.2055,I-595 EB,SR-84 EB,86,Broward,4,367.205483490887
10702,2024,4,864014,86070019,18500,F,F,F,W,F,666,0,0.212,8,0,99.99,3.6,347.2495,SB I-95,EB SHERIDAN ST,86,Broward,4,347.249524226406
10703,2024,5,752142,75008003,3800,F,F,F,W,F,171,0,0.185,8,0,99.9,4.5,299.6118,SR 408 EB,SR 423,75,Orange,5,299.611837881278
10704,2024,3,542608,54001008,550,F,F,F,W,F,81,0,0.279,9.5,0,99.9,14.7,632.493,SR-59/GAMBLE RD NB,I-10/SR-8 EB,54,Jefferson,3,632.493016633538
10705,2024,5,750525,75035000,27500,C,F,F,F,A,990,0.975,3.028,9,0,52.9,3.6,3301.5898,N/A,MYSTIC CIR,75,Orange,5,3301.58979619758
10706,2024,5,752083,75280163,12000,S,F,F,W,F,420,0,0.242,8,0,99.9,3.5,392.4,SR 414,I-4 / SR 400,75,Orange,5,392.400020280751
10707,2024,3,585701,58140000,9200,C,F,F,W,F,267,0.445,0.61,9,0,99.9,2.9,267.441,58030022 WB OFF,US-98/SR-30,58,Santa Rosa,3,267.441027010039
10708,2024,7,080011,08080000,7900,C,F,F,F,F,679,5.977,8.121,9.5,0,55.1,8.6,3452.2323,CR-476/LAKE LINDSEY,N/A,08,Hernando,7,3452.23232229794
10709,2024,5,758153,75000264,14000,C,F,F,F,A,504,0,0.704,9,0,52.9,3.6,1130.2859,TRADEPORT DR,VIA FLORA,75,Orange,5,1130.28594529618
10710,2024,5,702071,70225104,1800,S,F,F,W,F,160,0,0.354,9.5,0,99.9,8.9,569.5858,I-95/SR-9,I-95/SR-9,70,Brevard,5,569.585829400659
10711,2024,2,720893,72003001,25000,C,F,F,F,A,500,0,0.15,9,0,54.9,2,244.8396,.081 FROM BRIDGE,END OF BRIDGE,72,Duval,2,244.83963358494
10712,2024,3,575136,57030000,46500,C,F,F,F,F,2046,17.641,19.291,9,0,57.5,4.4,2664.4812,STAHLMAN AVE,CR-30D/MAIN ST,57,Okaloosa,3,2664.48121530315
10713,2024,3,555155,55130003,24500,C,F,F,F,F,1225,0,0.269,9,0,68.8,5,443.5925,CAPITAL CIR NE,CONCRETE CATCH BASIN,55,Leon,3,443.592454987375
10714,2024,2,724039,72290246,5200,C,F,F,W,F,707,0,0.253,8,0,99.9,13.6,415.3948,GORE AT SR-102 WB,GORE AT I-95 NB,72,Duval,2,415.394762959715
10715,2024,3,580247,58100500,1600,F,F,F,F,1,133,0,3.128,9,0,55.2,8.3,5054.7156,CR-191/MUNSON HWY,WHITING FIELD GATE,58,Santa Rosa,3,5054.71555205994
10716,2024,2,729155,72000106,6500,S,F,F,F,F,130,0,1.902,9,0,54.9,2,3049.5459,SR 228/NORMANDY BLVD,COMMONWEALTH AVE,72,Duval,2,3049.54585808766
10717,2024,4,864175,86095123,17500,C,F,F,W,A,858,0,0.398,8,0,99.9,4.9,633.4746,I-595 WB,SR-84 WB,86,Broward,4,633.474587342801
10718,2024,4,860167,86065000,38500,C,F,F,F,A,2734,10.647,11.67,9,0,55,7.1,1646.2106,N/A,N/A,86,Broward,4,1646.21056259794
10719,2024,1,094151,09000004,1550,R,F,F,F,F,491,0,0.502,9,0,64.3,31.7,808.5422,LAKE ISIS AVE,CR-17A WEST,09,Highlands,1,808.542166613401
10720,2024,5,738027,73521000,8700,F,F,F,F,1,505,0,1.931,9,0,56.4,5.8,3102.2986,PALM COAST PKWY EB,PALM HARBOR PKWY,73,Flagler,5,3102.2986367895
10721,2024,5,752314,75320025,7200,C,F,F,W,F,324,0,0.292,8,0,99.9,4.5,472.1251,NEW INDEPENDENCE PKY,N/B SR 429,75,Orange,5,472.125119842525
10722,2024,5,752006,75280080,10500,S,F,F,W,F,609,0,0.338,9,0,99.9,5.8,543.9195,I-4 / SR 400 EB,SR 535/APOPKA-VINELA,75,Orange,5,543.919454133339
10723,2024,7,102646,10190015,12500,C,F,F,W,F,688,0,0.524,9,0,99.9,5.5,832.9092,I-275 / SB,CR-587 / WEST SHORE,10,Hillsborough,7,832.909194796129
10724,2024,5,758139,75000215,8200,S,F,F,F,F,443,0,1.57,9,0,52.9,5.4,2526.1561,SR 482/SAND LAKE RD,OAK RIDGE RD/ CR528A,75,Orange,5,2526.15614771305
10725,2024,3,570190,57040026,9600,F,F,F,F,1,211,0.183,0.899,9,0,52.4,2.2,1166.8798,SR-85 SB,EGLIN AFB GATE,57,Okaloosa,3,1166.87983863446
10726,2024,3,553022,55120000,26000,C,F,F,F,F,1404,3.731,5.288,9,0,66.1,5.4,2506.9018,RIVERS RD,US-319/SR-261/CAPITA,55,Leon,3,2506.90175421503
10727,2024,2,724019,72280222,5100,C,F,F,W, ,0,0,0.38,8,0,99.9,0,604.5663,GORE AT SR-202/JTB,N/A,72,Duval,2,604.566272500913
10728,2024,5,750018,75050000,45000,C,F,F,F,F,2025,6.506,7.335,9,0,52.9,4.5,1334.6383,75470105 EB ON,BLUFORD AVE,75,Orange,5,1334.63833266013
10729,2024,2,729149,72000093,4600,V,F,F,F,F,92,0,1.442,9,0,54.9,2,2318.7463,LANE AVE,CASSAT AVE,72,Duval,2,2318.74628892478
10730,2024,6,878480,87000319,14500,S,F,F,F,F,1407,0,0.185,9,0,52.7,9.7,298.8389,E 8 AV/NW 42 AV,NW 42 AV/NW 37 CONN,87,Miami-Dade,6,298.838880481275
10731,2024,4,860345,86060000,17000,C,F,F,F,A,3689,7.997,12.961,9,0,53.7,21.7,7988.696,N/A,N/A,86,Broward,4,7988.69596869272
10732,2024,5,758163,75000292,1300,C,F,F,F,A,23,0,0.557,9,0,52.9,1.8,897.539,TEMPLE TRL,SEMINOLE CO LINE,75,Orange,5,897.538978936451
10733,2024,6,876476,87000951,13000,F,F,F,W,1,286,0,0.144,9,0,99.9,2.2,230.6439,NW N RIVER DR,NW 17 AVE,87,Miami-Dade,6,230.643885635095
10734,2024,5,702110,70001007,2100,E,F,F,W,F,88,0,0.171,9,0,99.9,4.2,270.9141,US-1 / SR-5,SR-405,70,Brevard,5,270.914135621207
10735,2024,5,797103,79550000,8100,F,F,F,F,1,259,0,13.046,9,0,57.7,3.2,20996.1308,SR-44,CANAL ST,79,Volusia,5,20996.1307561353
10736,2024,4,864222,86095019,11000,F,F,F,W,F,330,0,0.552,8,0,99.9,3,888.1599,NB SR-817/UNIVERSITY,WB I-595/SR-862,86,Broward,4,888.159851978004
10737,2024,5,752138,75002043,17500,V,F,F,W,F,788,0,0.674,8,0,99.9,4.5,1084.2884,SR 528 W/B,SR 436 S/B,75,Orange,5,1084.28837087024
10738,2024,3,530304,53650000,600,F,F,F,F,F,75,5.917,9.873,9.5,0,56.5,12.5,6368.212,SR-69/HWY 69,CR-69A/LOVEDALE RD,53,Jackson,3,6368.21197641088
10739,2024,2,749105,74000010,400,C,F,F,F,F,20,0,2.185,9,0,53.2,5.1,3517.7717,AVANT RD,US-17/SR-5,74,Nassau,2,3517.77168392276
10740,2024,5,752095,75280127,2900,X,F,F,W,F,131,0,1.498,9,0,99.9,4.5,2412.694,I-4 / SR 400 WB,I-4 / SR 400 WB,75,Orange,5,2412.6939739607
10741,2024,7,102660,10190021,9900,C,F,F,W,F,545,0,0.226,9,0,99.9,5.5,364.8352,US-92 / SR-600,I-275 / SR-93,10,Hillsborough,7,364.835178812754
10742,2024,1,064007,06000007,700,F,F,F,F,1,71,0,4,9.5,0,60.3,10.2,6540.6855,FTGREEN/ONA RD/CR663,CR 64A/W MAIN ST,06,Hardee,1,6540.68545809473
10743,2024,3,577710,57040114,1600,F,F,F,W,F,62,0,0.086,9.5,0,99.9,3.9,138.0202,SR-85 SB FRONTAGE RD,SR-85,57,Okaloosa,3,138.020183023658
10744,2024,3,555147,55100001,6300,F,F,F,W,1,176,0.198,0.506,9,0,99.9,2.8,497.8398,BROUNOGH ST,GAINES ST,55,Leon,3,497.839806944937
10745,2024,5,750176,75040000,38000,S,F,F,F,2,4598,18.125,18.455,9,0,52.9,12.1,531.0781,SR-426/FAIRBANKS AVE,PARK AVE,75,Orange,5,531.078119011507
10746,2024,7,977292,08470006,1300,C,F,F,W,F,159,0,0.203,9,0,99.9,12.2,331.9075,SR 589 SB,CR574/SPRING HILL DR,08,Hernando,8,331.90752581059
10747,2024,5,758152,75000263,14500,S,F,F,F,F,783,0,0.939,9,0,52.9,5.4,1506.0935,CENTRAL FLA PKWY,528 UNDERPASS750089,75,Orange,5,1506.09352187338
10748,2024,5,702053,70225098,1400,F,F,F,W,1,104,0,0.279,9,0,99.9,7.4,449.5089,SR-46,I-95 NB,70,Brevard,5,449.508874866551
10749,2024,2,723864,72002427,36500,F,F,F,F,F,1241,0,0.458,8,0,99.9,3.4,731.4903,GORE AT US-1 NB,GORE OF SR-9B NB,72,Duval,2,731.490295285374
10750,2024,3,570019,57030000,6900,C,F,F,F,A,207,22.345,23.89,9,0,57.5,3,2494.8663,N/A,N/A,57,Okaloosa,3,2494.86631334191
10751,2024,5,738020,73508000,600,F,F,F,F,1,45,0,1.469,9,0,56.4,7.5,2363.7154,PALM DR,CENTER OF CUL-DE-SAC,73,Flagler,5,2363.71540659359
10752,2024,4,864277,86095133,11000,F,F,F,W,F,363,0,0.029,8,0,99.9,3.3,47.4185,SR-84 EB,I-595 EB,86,Broward,4,47.4185483252444
10753,2024,4,862499,86070000,301000,C,F,F,F,A,16254,10.29,11.317,8,0,52.5,5.4,1651.8807,SR-842 BROWARD BLVD,SR-838 / SUNRISE BLV,86,Broward,4,1651.88068194192
10754,2024,5,750435,75006000,30000,C,F,F,F,A,2010,0.344,1.095,9,0,52.9,6.7,1208.9757,FORMOSA AVE,SR-15/SR-600,75,Orange,5,1208.97566184944
10755,2024,3,535069,53720000,1800,F,F,F,F,F,225,1.696,2.302,9,0,54.4,12.5,976.2222,SR-276/PENN AVE,US-90/SR-10/SR-73,53,Jackson,3,976.222216389223
10756,2024,2,749120,74000021,21000,F,F,F,F,F,1071,0,1.715,9,0,53.2,5.1,2759.5748,GORE OF ROUNDABOUT,ISLAND WALKWAY,74,Nassau,2,2759.57478447661
10757,2024,5,752036,75280154,3600,S,F,F,W,F,259,0,0.116,8,0,99.9,7.2,185.8519,I-4 / SR 400 EB,I-4 WB TO OBT SB RMP,75,Orange,5,185.851914324747
10758,2024,5,750037,75060000,49000,C,F,F,F,F,2597,6.944,8.152,9,0,52.9,5.3,1941.5165,SR 551 /GOLDENROD RD,SR 417,75,Orange,5,1941.51652880649
10759,2024,5,758337,75000220,29000,S,F,F,F,F,1305,0,0.4,9,0,52.9,4.5,644.3581,MAGUIRE RD,BRUSHY CREEK CT,75,Orange,5,644.358139133288
10760,2024,3,575009,57040000,43500,F,F,F,F,F,2567,12.902,13.432,9,0,52.4,5.9,855.9629,MARINA,DAVIS DR,57,Okaloosa,3,855.962862264346
10761,2024,3,555098,55160000,14700,F,F,F,F,1,1191,1.538,2.533,9,0,66.1,8.1,1602.9854,CR-2205/LAKE BRADFOR,CYPRESS LAKE ST,55,Leon,3,1602.98536666247
10762,2024,2,724028,72290241,7700,C,F,F,W,F,1047,0,0.211,8,0,99.9,13.6,335.1875,GORE AT SR-104 WB,GORE AT I-95 NB,72,Duval,2,335.187523113594
10763,2024,3,480254,58080000,5500,F,F,F,F,1,605,0.746,5.446,9.5,0,55.4,11,7595.811,N/A,SR-89/ALABAMA ST,58,Santa Rosa,3,7595.81099849507
10764,2024,5,738018,73504000,3600,F,F,F,F,1,364,0,2.528,9,0,56.4,10.1,4068.582,US-1/SR-5,BEG BRIDGE EB 790084,73,Flagler,5,4068.58203535853
10765,2024,4,864280,86095126,10500,F,F,F,W,F,347,0,0.039,8,0,99.9,3.3,64.4848,SR-84 EB,I-595 EB,86,Broward,4,64.4847791541444
10766,2024,4,860131,86065000,39500,C,F,F,F,2,1778,4.602,5.125,9,0,55,4.5,841.6726,N/A,N/A,86,Broward,4,841.672624104113
10767,2024,3,530305,53620000,800,F,F,F,F,F,100,0,8.439,9.5,0,56.5,12.5,13603.6376,SR-69/HWY 69,CR-164,53,Jackson,3,13603.6375795922
10768,2024,3,530314,53530000,300,C,F,F,F,F,38,0,8.949,9.5,0,56.5,12.5,14440.7746,HOLMES CO LINE,SR-273/HWY 273,53,Jackson,3,14440.7745886894
10769,2024,6,878674,87000977,4800,E,F,F,F,F,197,0,0.63,9,0,54.9,4.1,1015.222,NE 125 ST,NE 135 ST,87,Miami-Dade,6,1015.22195854204
10770,2024,5,752025,75280103,9000,S,F,F,W,F,648,0,0.258,8,0,99.9,7.2,420.5715,I-4 / SR 400 WB,SR 435 NB,75,Orange,5,420.571487275938
10771,2024,7,100063,10180101,10750,F,F,F,F,F,1634,0,0.11,9,0,99.9,15.2,177.1526,SR573/DALE MABRY HWY,SR573/DALE MABRY HWY,10,Hillsborough,7,177.152559634727
10772,2024,1,051001,05090000,5100,C,F,F,F,A,1913,11.676,12.465,9.5,0,56.4,37.5,1270.8212,CR-74,SR-25/US-27,05,Glades,1,1270.82121545949
10773,2024,3,571704,57040000,39000,C,F,F,F,F,1521,1.19,1.638,9,0,52.4,3.9,723.5077,SHOPPING,YACHT CLUB DR,57,Okaloosa,3,723.507693652296
10774,2024,2,722744,72280227,16500,C,F,F,W, ,0,0,0.16,8,0,99.9,0,271.1394,GORE AT BOWDEN RD,GORE AT I-95 SB,72,Duval,2,271.139391308932
10775,2024,5,750661,75050000,55500,C,F,F,F,A,3275,4.557,6.069,9,0,52.9,5.9,2434.1638,DANIELS RD,SR 429 SB,75,Orange,5,2434.16380244769
10776,2024,2,729147,72000091,4800,V,F,F,F,F,96,0,0.66,9,0,54.9,2,1049.7892,PENMAN RD,SR A1A/3RD ST,72,Duval,2,1049.78919278346
10777,2024,4,869499,86004000,35500,F,F,F,F,F,2911,1.08,1.608,9,0,53.7,8.2,848.6971,MIRAMAR BLVD,N/A,86,Broward,4,848.697083396058
10778,2024,4,865336,86060000,18300,C,F,F,F,A,6057,4.997,5.973,9,0,53.7,33.1,1570.7157,SR-822/SHERIDAN ST,N/A,86,Broward,4,1570.71565507129
10779,2024,7,089025,08507000,3100,C,F,F,F,F,214,0,9.283,9,0,55.1,6.9,14945.5887,US-41/SR-45/BROAD ST,NOBLETON CROOM RD,08,Hernando,7,14945.5887226985
10780,2024,5,758170,75000309,25000,S,F,F,F,F,1350,0,4.084,9,0,52.9,5.4,6575.1741,W COLONIAL DR,CLARCONA OCOEE RD,75,Orange,5,6575.17414087499
10781,2024,6,878668,87000972,9000,E,F,F,F,F,702,0,1.015,9,0,52.7,7.8,1650.1062,NW 107 AVE,NW 97 AVE,87,Miami-Dade,6,1650.10620705898
10782,2024,5,758121,75000185,6200,C,F,F,F,A,310,0,0.62,9,0,52.9,5,1010.645,GORE ST,CHURCH ST,75,Orange,5,1010.6449979988
10783,2024,5,702109,70001006,1400,E,F,F,W,F,59,0,0.248,9,0,99.9,4.2,403.581,SR-405,US-1 / SR-5,70,Brevard,5,403.580987181661
10784,2024,5,797105,79580000,7600,F,F,F,F,1,714,0,2.002,9,0,57.7,9.4,3221.8241,VOLUSIA AVE,KENTUCKY AVE,79,Volusia,5,3221.82405687678
10785,2024,5,757026,75035000,27500,C,F,F,F,A,1073,7.099,8.436,9,0,52.9,3.9,2150.1442,MIZZON DR,CHASE RD,75,Orange,5,2150.1442356116
10786,2024,5,738032,73517000,6200,E,F,F,F,F,608,9.297,9.564,9,0,56.4,9.8,430.0041,N/A,MATANZAS WOODS PKWY,73,Flagler,5,430.004097213732
10787,2024,4,864168,86095149,9100,F,F,F,W,F,300,0,0.448,9,0,99.9,3.3,721.1374,SR-84 EB,SR-7 SB,86,Broward,4,721.13742660144
10788,2024,4,864017,86070025,16500,F,F,F,W,F,677,0,0.187,8,0,99.99,4.1,302.6871,WB STIRLING RD,NB I-95,86,Broward,4,302.687121821537
10789,2024,5,752146,75008015,6500,F,F,F,W,F,293,0,0.119,8,0,99.9,4.5,191.6056,SR-15 / SR-600,SR-408,75,Orange,5,191.605636062419
10790,2024,3,540106,54010000,2000,C,F,F,F,A,248,18.067,19.903,9.5,0,60.8,12.4,2955.8848,CR-257B/S SALT RD,MADISON CO LINE,54,Jefferson,3,2955.88481353494
10791,2024,3,610036,61060001,5500,F,F,F,F,F,633,0,0.208,9.5,0,55,11.5,335.6026,SR-79/MAIN ST,CIRCLE H,61,Washington,3,335.602599258943
10792,2024,5,798276,79000426,2200,C,F,F,F,F,156,0,1.058,9,0,57.7,7.1,1702.8019,US-17/US-92,VILLAGE DR,79,Volusia,5,1702.8018518497
10793,2024,7,082703,08150003,6000,F,F,F,W,F,516,0.175,0.36,10.5,0,99.9,8.6,298.816,N/A,NB I-75/SR-93,08,Hernando,7,298.816022182039
10794,2024,5,758156,75000274,27500,F,F,F,F,1,853,0,2.19,9,0,52.9,3.1,3515.3016,ORANGE BLOSSOM TRL,WETHERBEE RD,75,Orange,5,3515.30162119031
10795,2024,3,570088,57050000,41000,F,F,F,F,1,1804,4.194,14.74,9,0,63.2,4.4,17029.9774,57150005 SB ON,PJ ADAMS PKWY,57,Okaloosa,3,17029.9774260119
10796,2024,2,724228,72003121,9200,C,F,F,W,F,1251,0,0.217,9,0,99.9,13.6,349.6846,GORE AT US-90 WB,GORE AT KERNAN BLVD,72,Duval,2,349.684566053422
10797,2024,3,575072,57020500,1550,C,F,F,F,A,50,0,0.448,9,0,52.4,3.2,726.1173,VALPARAISO BLVD,FINCK RD,57,Okaloosa,3,726.117287599603
10798,2024,5,797048,79504500,27500,C,F,F,F,A,2365,0,2.008,9,0,57.7,8.6,3234.0561,GRAVES AVE,PROVIDENCE BLVD,79,Volusia,5,3234.05610264574
10799,2024,5,730003,73040000,10300,S,F,F,F,2,1329,12.143,17.684,9.5,0,56.4,12.9,8912.7328,CR-205,US-1,73,Flagler,5,8912.73282174521
10800,2024,4,864287,86095115,7000,F,F,F,W,F,301,0,0.023,9,0,99.9,4.3,36.5231,SR-84 WB,I-595 WB,86,Broward,4,36.5231217295089
10801,2024,4,864005,86070012,17500,F,F,F,W,F,648,0,0.215,8,0,99.99,3.7,344.111,WB PEMBROKE RD,NB I-95,86,Broward,4,344.110976469752
10802,2024,5,750586,75008000,163500,F,F,F,F,F,4578,7.795,9.153,8,0,52.9,2.8,2183.0279,N/A,N/A,75,Orange,5,2183.02785969888
10803,2024,3,542612,54001012,3100,C,F,F,W,F,546,0,0.24,9.5,0,99.9,17.6,384.1086,I-10/SR-8 EB,S JEFFERSON HWY,54,Jefferson,3,384.108647410046
10804,2024,2,740019,74030000,16500,X,F,F,F,F,1403,14.135,15.495,9.5,0,54.1,8.5,2188.5152,DIV OF FORESTRY ENT,CR-108/SECOND ST,74,Nassau,2,2188.5152138087
10805,2024,5,754000,75280141,14500,S,F,F,W,F,653,0,0.094,8,0,99.9,4.5,160.5513,I-4 / SR 400 WB,SR 50,75,Orange,5,160.551264428391
10806,2024,5,750104,75060000,29642,C,A,A,A,A,1334,16.538,20.042,9.5,0,52.5,4.5,5631.963,N/A,N/A,75,Orange,5,5631.96296293535
10807,2024,7,102660,10190017,9900,C,F,F,W,F,545,0,0.318,9,0,99.9,5.5,510.2097,LOIS AVE,I-275 /  SB,10,Hillsborough,7,510.209665757594
10808,2024,1,064003,06000005,850,R,F,F,F,F,193,0,8.1,9.5,0,60.3,22.7,12914.5697,SR-66,STEVEROBERTS SPECIAL,06,Hardee,1,12914.5696809939
10809,2024,3,577721,57040100,200,C,F,F,W,F,8,0,0.683,9,0,99.9,3.9,1105.5708,SR-85,SR-85,57,Okaloosa,3,1105.570836477
10810,2024,3,540009,55150000,1400,C,F,F,F,F,206,0,0.111,9.5,0,60.8,14.7,178.7253,JEFFERSON CO LINE,US-90/SR-10,55,Leon,3,178.725257449569
10811,2024,2,724026,72290238,11500,C,F,F,W,F,1564,0,0.155,8,0,99.9,13.6,245.1488,GORE AT DUNN AVE,GORE AT I-95 SB,72,Duval,2,245.148831409915
10812,2024,3,585002,58090000,5400,F,F,F,F,F,297,0.209,0.319,9,0,55.2,5.5,177.5998,ALABAMA ST,CR-191/BROAD ST,58,Santa Rosa,3,177.599791417336
10813,2024,2,729023,72000088,550,C,F,F,F,F,11,0,2.825,9,0,54.9,2,4547.0249,1ST ST S,20 AVE N/SEAGATE AVE,72,Duval,2,4547.02487477928
10814,2024,6,878470,87000290,8600,S,F,F,F,F,249,0,0.5,9,0,52.7,2.9,795.7254,NW 191 ST,NW 199 ST/HONEY HILL,87,Miami-Dade,6,795.725404433444
10815,2024,4,864255,86095052,3400,F,F,F,W,F,275,0,0.363,8,0,99.9,8.1,581.7592,WB SR-84,N/A,86,Broward,4,581.759205955199
10816,2024,4,860331,86070000,259168,C,A,A,A,A,12699,0.771,1.541,8,0,52.5,4.9,1238.5226,Bridge No-860529,Bridge No-860531,86,Broward,4,1238.52259483917
10817,2024,1,094152,09000008,2000,F,F,F,F,F,634,0,0.573,9,0,64.3,31.7,919.743,INTERLAKE BLVD,HEARTLAND BLVD,09,Highlands,1,919.743043556881
10818,2024,3,530297,53509000,300,C,F,F,F,F,38,0,5.003,9.5,0,56.5,12.5,8063.4589,SR-71/HWY 71,CR-275/CHURCH ST,53,Jackson,3,8063.45889618275
10819,2024,5,752309,75320020,21000,C,F,F,W,F,945,0,0.315,8,0,99.9,4.5,507.0872,RAMP 75320021,RAMP 75470166,75,Orange,5,507.087156910543
10820,2024,5,752072,75280095,9900,S,F,F,W,F,545,0,0.089,8,0,99.9,5.5,143.4504,I-4 EB,SR-426,75,Orange,5,143.450405404279
10821,2024,4,864165,86095053,3300,F,F,F,W,F,218,0,0.46,8,0,99.9,6.6,739.6848,SR-7/US-441 WB,RAMP 86095146,86,Broward,4,739.684798748047
10822,2024,7,105716,10180500,5500,F,F,F,F,D,495,0,4.506,9,0,55.4,9,7234.3373,S HOADLEY ST,GANDY BLVD,10,Hillsborough,7,7234.33734764256
10823,2024,1,050002,05010000,7500,F,F,F,F,1,3818,10.734,21.2,9.5,0,58,50.9,16851.0151,SR 78,SR 29,05,Glades,1,16851.0151237253
10824,2024,3,575043,57040000,6400,C,F,F,F,A,230,0.03,0.232,9,0,52.4,3.6,326.1288,57040029 TO/FROM,SR-85/FLORIDA PL SE,57,Okaloosa,3,326.128793031184
10825,2024,2,724023,72280226,33500,C,F,F,W, ,0,0,0.694,8,0,99.9,0,1116.01,GORE AT SR-202/JTB,GORE AT I-95 NB,72,Duval,2,1116.00996364053
10826,2024,5,757085,75040002,33000,S,F,F,F,2,3762,1.76,3.821,9,0,52.9,11.4,3317.8622,E WETHERBEE RD,TRADEPORT DR,75,Orange,5,3317.8621924865
10827,2024,2,729277,72000068,7200,X,F,F,W,F,144,0,0.513,9,0,99.9,2,823.759,W BAY ST,W STATE ST,72,Duval,2,823.758951003624
10828,2024,4,869749,86000671,4700,F,F,F,F,F,385,0,0.164,9,0,53.7,8.2,272.4274,N BIRCH RD,A1A/N ATLANTIC BLVD,86,Broward,4,272.427419177268
10829,2024,5,790494,79002000,84500,S,F,F,F,F,10732,29.136,32.655,9,0,52.1,12.7,5667.6212,Bridge No-790234,N/A,79,Volusia,5,5667.62122198434
10830,2024,7,082026,08550000,2200,C,F,F,F,F,119,3.889,8.693,9.5,0,55.1,5.4,7727.0609,CR-581/EMERSON RD,CR-541/SPRING LK HWY,08,Hernando,7,7727.06089360387
10831,2024,3,530235,53130000,3000,F,F,F,F,1,453,7.368,9.222,9.5,0,56.5,15.1,2987.601,CR-69A/SHADY GROVE,PROVIDENCE CH RD,53,Jackson,3,2987.60098080658
10832,2024,6,878687,87000958,2900,S,F,F,F,F,360,0.888,1.28,9,0,54.9,12.4,630.9915,NW 122 ST,NW S RIVER DR,87,Miami-Dade,6,630.991492195892
10833,2024,2,725073,72010000,6500,C,F,F,F,F,728,2.585,2.771,9,0,54.9,11.2,299.2022,N/A,HOLLYWOOD AVE,72,Duval,2,299.202224658176
10834,2024,5,708116,70003500,4000,E,F,F,F,F,180,0,1.473,9,0,53.8,4.5,2371.0064,TOM WARRINER BLVD,SR A1A NB,70,Brevard,5,2371.00642137716
10835,2024,5,797052,79521000,6900,S,F,F,F,2,518,0,0.352,9,0,57.7,7.5,565.8466,N DIXIE FWY,N RIVERSIDE DR,79,Volusia,5,565.846608211381
10836,2024,5,752208,75039003,2900,S,F,F,W,F,131,0,0.212,9,0,99.9,4.5,343.1908,SR 536 ON RAMP NB,RAMP 001 TO I-4,75,Orange,5,343.19084975444
10837,2024,1,045012,04040101,11000,E,F,F,W,F,2794,0.651,0.737,9,0,99.9,25.4,138.422,NB US17/SR35/BREVARD,SB US17 /SR35 DESOTO,04,Desoto,1,138.422006466985
10838,2024,4,864167,86095147,9300,F,F,F,W,F,753,0,0.779,9,0,99.9,8.1,1253.0739,SR-84 EB,SR-7 NB,86,Broward,4,1253.07386713348
10839,2024,3,555042,55090001,6700,F,F,F,W,A,67,0.538,0.947,9,0,99.9,1,657.9755,MACOMB ST,LORENE ST,55,Leon,3,657.975490769837
10840,2024,3,610235,61080000,16300,C,F,F,F,A,1223,24.304,25.112,9.5,0,55,7.5,1302.651,NEARING HILLS RD,CR-280/BRICKYARD RD,61,Washington,3,1302.65104127093
10841,2024,5,798269,79000420,5000,C,F,F,F,F,355,0,1.255,9,0,57.7,7.1,2018.8675,E RHODE ISLAND AVE,FRENCH AVE,79,Volusia,5,2018.86747413082
